Student_ID,Gender,Age,Class,Attendance,Study_Hours,Assignments_Completed,Quiz_Score,Midterm_Marks,Final_Exam_Marks,Internet_Access,Parental_Education,Extra_Curricular,Sleep_Hours,Previous_Grade,Performance
13253,Male,17,12,62.5,4.6,0.9,90.2,71.0,64.8,No,Master,Yes,4.7,D,Poor
13254,Other,19,12,55.5,2.1,12.9,84.2,72.4,56.3,Yes,High School,No,5.9,C,Poor
13255,Male,22,9,81.2,7.3,14.6,99.0,66.0,43.1,Yes,High School,No,8.4,B,Poor
13256,Male,20,10,66.9,7.9,4.1,84.7,96.8,79.1,Yes,Master,No,6.3,B,Poor
13257,Female,18,12,58.3,11.5,12.4,94.8,78.9,73.8,Yes,Master,No,9.6,D,Poor
13258,Male,18,11,84.2,6.2,2.0,77.6,43.8,52.5,Yes,Secondary,Yes,7.4,A,Poor
13259,Female,16,9,94.5,10.6,3.5,48.5,88.7,42.1,No,Master,Yes,7.9,C,Poor
13260,Other,21,9,87.1,3.0,14.5,82.8,42.8,94.7,No,Bachelor,Yes,5.3,A,Poor
13261,Female,21,10,83.5,3.7,7.8,62.9,67.0,87.3,Yes,Bachelor,No,5.4,C,Poor
13262,Other,19,12,77.0,10.4,11.9,45.6,78.3,70.3,No,Secondary,No,5.3,C,Poor
13263,Other,20,11,80.0,1.4,10.7,99.5,83.8,79.4,No,High School,Yes,9.8,A,Poor
13264,Other,20,9,97.9,12.0,8.3,60.2,79.2,77.0,No,Master,Yes,8.3,A,Poor
13265,Female,16,9,87.3,11.1,11.2,74.3,42.2,69.7,Yes,High School,No,6.0,C,Poor
13266,Female,22,9,98.1,6.5,5.2,40.4,63.8,89.7,Yes,Bachelor,No,9.6,D,Poor
13267,Male,20,12,71.1,8.9,11.4,67.5,95.0,59.5,Yes,Master,No,4.1,B,Poor
13268,Other,20,12,75.1,8.4,8.7,41.1,55.6,58.8,Yes,Secondary,No,8.1,D,Poor
13269,Female,16,9,99.0,11.1,13.5,65.7,89.0,89.7,Yes,Bachelor,No,7.1,B,Poor
13270,Other,20,12,70.7,6.9,3.3,56.9,54.1,76.8,No,Master,Yes,5.6,C,Poor
13271,Female,20,10,92.1,7.1,13.9,72.4,69.2,85.3,No,Bachelor,No,6.4,B,Poor
13272,Female,22,10,77.1,6.9,5.6,56.6,61.5,80.6,No,Master,No,7.8,C,Poor
13273,Other,20,9,82.9,6.8,8.4,66.9,58.8,44.2,No,High School,No,9.2,D,Poor
13274,Female,15,12,85.0,5.6,8.9,56.2,59.5,50.9,No,Bachelor,Yes,6.5,C,Poor
13275,Male,19,11,92.0,9.9,5.1,40.2,40.5,51.0,No,High School,No,5.4,A,Poor
13276,Male,19,11,76.5,7.1,9.1,54.1,47.8,75.0,Yes,Secondary,Yes,4.7,A,Poor
13277,Female,22,11,81.5,9.8,3.7,76.2,51.9,70.9,No,Secondary,Yes,7.4,C,Poor
13278,Female,18,12,70.5,3.7,2.4,65.8,49.4,66.2,Yes,Master,No,4.2,B,Poor
13279,Other,18,12,65.5,9.8,5.0,46.3,71.3,80.1,No,High School,No,9.3,C,Poor
13280,Other,19,10,76.0,7.1,8.1,73.0,92.0,63.4,No,High School,No,10.0,B,Poor
13281,Male,18,10,88.9,5.5,5.0,69.6,53.1,51.1,No,Master,Yes,7.6,A,Poor
13282,Other,15,10,59.8,11.5,2.7,97.9,52.3,64.2,No,High School,Yes,10.0,B,Poor
13283,Other,17,12,77.7,5.4,10.1,93.2,46.2,78.9,No,Secondary,Yes,8.6,B,Poor
13284,Male,21,10,62.2,8.8,14.9,92.8,72.4,90.5,No,High School,Yes,4.9,D,Poor
13285,Female,16,10,99.6,6.5,12.2,52.7,93.9,47.2,No,Bachelor,No,7.7,A,Poor
13286,Male,21,10,61.7,11.9,9.4,56.8,63.1,51.1,No,Bachelor,No,9.0,D,Poor
13287,Other,22,9,85.8,10.8,7.3,59.4,97.5,44.3,No,Bachelor,No,7.4,B,Poor
13288,Other,17,10,55.6,6.7,5.3,53.8,61.4,65.2,Yes,Master,Yes,9.2,D,Poor
13289,Other,16,10,90.1,9.3,10.7,43.8,95.9,62.9,No,Bachelor,Yes,7.7,D,Poor
13290,Female,16,11,73.2,3.6,4.0,87.2,52.5,90.2,Yes,Secondary,Yes,5.5,C,Poor
13291,Female,17,11,87.9,7.9,1.7,55.8,69.3,93.6,No,Master,Yes,4.3,C,Poor
13292,Other,15,9,90.5,10.8,3.5,69.5,83.2,57.2,Yes,High School,Yes,5.6,C,Poor
13293,Other,22,9,95.0,3.1,2.9,60.4,99.8,71.3,No,High School,Yes,4.6,D,Poor
13294,Female,22,9,63.1,3.0,2.4,81.6,89.4,72.8,Yes,High School,No,8.8,B,Poor
13295,Other,16,10,78.7,4.1,14.7,61.7,49.9,96.2,No,Master,Yes,9.0,B,Poor
13296,Female,16,10,95.8,9.6,7.9,61.5,90.8,99.6,No,Master,No,8.5,B,Poor
13297,Male,22,12,69.0,8.0,5.6,57.4,67.7,88.7,No,Bachelor,Yes,6.9,B,Poor
13298,Other,20,9,67.0,7.3,9.1,62.2,42.2,85.7,No,Secondary,No,5.1,A,Poor
13299,Male,18,9,73.4,10.3,12.8,84.4,50.2,95.2,Yes,High School,Yes,4.2,D,Poor
13300,Male,22,10,93.5,2.8,8.9,81.1,78.4,65.2,No,Secondary,Yes,7.3,D,Poor
13301,Female,16,12,61.5,4.1,3.2,40.1,76.6,75.2,Yes,Secondary,No,5.9,C,Poor
13302,Other,16,9,77.0,2.7,8.1,75.7,63.1,89.6,No,Secondary,No,8.7,D,Poor
13303,Female,19,9,70.6,9.6,11.2,82.6,93.5,96.6,No,Secondary,Yes,5.0,B,Poor
13304,Female,17,11,91.7,7.7,9.5,48.6,97.3,61.4,Yes,Secondary,No,9.8,C,Poor
13305,Other,16,11,76.2,2.8,3.1,75.1,70.6,70.8,Yes,Master,Yes,6.7,D,Poor
13306,Male,16,12,98.3,11.3,13.8,99.6,77.5,74.0,Yes,Secondary,Yes,5.0,B,Poor
13307,Female,21,11,84.8,3.1,5.8,95.6,71.4,52.7,Yes,Secondary,Yes,5.1,C,Poor
13308,Other,19,12,94.7,3.1,13.0,97.8,99.9,53.0,Yes,Master,Yes,8.2,C,Poor
13309,Male,18,9,76.4,11.8,14.0,95.1,98.5,98.0,No,Bachelor,Yes,4.8,D,Poor
13310,Male,22,11,81.1,4.9,6.7,83.2,43.3,50.0,No,Secondary,No,8.3,C,Poor
13311,Female,16,12,86.3,11.8,0.1,45.0,42.8,69.7,Yes,Master,Yes,6.5,B,Poor
13312,Female,20,10,59.6,7.6,14.6,94.4,68.3,54.3,Yes,Bachelor,No,8.3,D,Poor
13313,Female,19,12,78.9,5.8,2.4,75.3,69.0,66.3,No,High School,No,9.6,D,Poor
13314,Male,18,12,66.5,9.6,3.9,50.0,84.4,46.8,Yes,High School,No,6.5,D,Poor
13315,Female,21,12,82.7,10.5,14.5,100.0,62.3,86.7,Yes,High School,Yes,6.1,B,Poor
13316,Other,19,12,79.1,2.1,2.2,54.1,67.4,62.9,No,Secondary,No,9.0,B,Poor
13317,Female,20,12,80.2,4.8,1.4,92.0,97.9,72.8,Yes,Secondary,No,10.0,A,Poor
13318,Other,16,9,93.9,7.6,12.3,83.6,83.1,68.4,No,Bachelor,Yes,5.3,C,Poor
13319,Female,22,10,72.8,8.9,5.1,76.6,52.0,71.2,Yes,Secondary,Yes,6.7,B,Poor
13320,Other,19,12,73.3,9.1,8.6,79.9,63.5,43.7,No,High School,No,6.4,A,Poor
13321,Male,17,12,85.7,7.4,2.5,72.6,43.8,67.8,No,Master,No,5.1,D,Poor
13322,Male,21,10,61.5,3.8,11.7,90.1,59.0,75.1,Yes,High School,Yes,6.2,B,Poor
13323,Female,19,12,95.2,2.7,8.9,81.1,51.3,94.6,No,High School,No,6.5,A,Poor
13324,Other,20,10,56.6,2.2,6.2,61.9,91.3,69.8,No,Bachelor,Yes,9.2,D,Poor
13325,Female,16,10,85.9,9.9,3.2,79.6,68.2,93.3,No,High School,No,8.2,B,Poor
13326,Male,16,11,99.4,1.3,4.6,57.2,61.2,70.7,Yes,Secondary,No,6.7,D,Poor
13327,Male,20,9,80.6,8.0,4.5,80.8,94.4,47.4,Yes,Bachelor,No,4.4,C,Poor
13328,Male,22,12,77.5,7.1,1.8,40.9,98.3,70.4,No,Master,Yes,9.1,D,Poor
13329,Other,22,9,98.1,8.7,8.7,82.6,69.1,98.9,Yes,High School,Yes,6.8,B,Poor
13330,Other,17,11,74.0,5.9,12.0,81.4,57.0,74.3,No,Bachelor,Yes,6.0,B,Poor
13331,Other,17,10,76.7,7.8,3.9,58.8,83.9,48.2,Yes,High School,No,6.3,B,Poor
13332,Female,20,12,74.5,8.7,7.8,75.1,96.9,91.8,No,Secondary,No,9.0,C,Poor
13333,Male,19,10,98.9,3.2,10.1,89.6,84.7,98.3,No,Master,No,5.8,C,Poor
13334,Other,18,9,81.3,4.7,1.8,96.8,87.7,40.7,Yes,Secondary,Yes,9.0,A,Poor
13335,Male,18,12,92.3,11.0,8.0,44.5,95.5,57.4,No,Secondary,No,7.8,D,Poor
13336,Other,18,11,73.3,11.8,10.9,98.1,99.9,78.5,No,Bachelor,Yes,7.0,A,Poor
13337,Female,15,12,93.2,10.1,0.1,76.5,97.3,92.6,Yes,Bachelor,No,5.0,B,Poor
13338,Female,15,11,65.4,7.5,6.7,85.9,80.1,58.2,Yes,Secondary,No,9.9,C,Poor
13339,Other,18,11,68.4,3.0,13.1,91.5,86.3,51.0,Yes,Secondary,No,9.6,D,Poor
13340,Male,16,10,55.4,5.8,9.5,64.8,64.2,66.1,Yes,Secondary,Yes,5.0,B,Poor
13341,Female,17,11,78.1,7.4,1.4,68.3,74.0,99.8,No,High School,Yes,9.6,C,Poor
13342,Male,18,12,65.2,8.5,3.9,47.8,52.9,96.2,No,Secondary,Yes,7.9,B,Poor
13343,Female,21,11,58.7,6.5,15.0,41.5,84.9,45.5,No,Master,No,8.5,A,Poor
13344,Male,20,11,99.0,8.5,0.1,50.3,50.9,50.2,Yes,High School,Yes,4.5,B,Poor
13345,Other,19,12,58.2,5.6,13.5,76.2,83.8,99.9,Yes,High School,No,5.9,D,Poor
13346,Male,22,10,80.8,6.7,13.5,88.8,46.1,43.8,Yes,Bachelor,Yes,9.0,A,Poor
13347,Female,19,9,98.6,4.4,7.3,57.5,75.8,56.7,No,High School,No,6.2,A,Poor
13348,Male,22,9,89.1,3.4,6.7,45.0,63.4,43.1,No,Secondary,No,5.4,B,Poor
13349,Male,16,9,61.4,11.8,5.9,82.1,99.2,45.2,Yes,Secondary,Yes,9.9,D,Poor
13350,Male,15,12,98.1,2.7,8.4,69.3,46.1,79.6,No,Master,Yes,7.1,B,Poor
13351,Female,19,9,63.7,2.6,10.8,84.3,48.8,95.5,Yes,Bachelor,Yes,9.2,D,Poor
13352,Female,21,11,67.0,11.7,12.2,98.6,76.0,84.9,Yes,Secondary,No,9.7,D,Poor
13353,Other,19,11,87.6,10.2,10.0,83.7,81.2,60.6,No,High School,No,8.4,C,Poor
13354,Female,20,12,82.4,1.4,9.0,55.4,93.9,80.4,No,Master,Yes,7.6,A,Poor
13355,Female,20,9,63.8,10.0,4.7,66.8,86.0,42.5,Yes,High School,Yes,6.9,D,Poor
13356,Male,18,11,88.1,2.8,10.2,80.9,96.2,55.9,Yes,Master,No,8.8,A,Poor
13357,Female,16,10,80.0,11.0,13.3,87.5,45.6,64.5,Yes,Master,No,7.7,A,Poor
13358,Other,20,11,75.7,10.9,3.4,89.7,70.8,78.8,No,High School,No,6.7,B,Poor
13359,Male,17,12,55.6,9.9,8.8,82.6,84.0,57.2,Yes,Secondary,No,5.7,A,Poor
13360,Male,15,11,95.7,11.9,6.6,70.6,44.9,63.5,Yes,Master,Yes,7.2,B,Poor
13361,Male,18,10,91.1,4.5,7.0,74.9,57.3,69.7,Yes,Secondary,No,5.8,C,Poor
13362,Other,21,9,57.7,4.4,5.0,85.1,44.6,54.6,No,Bachelor,Yes,8.9,A,Poor
13363,Male,16,11,60.4,6.5,11.3,88.8,81.3,91.9,Yes,Master,Yes,9.8,C,Poor
13364,Male,20,11,68.6,10.4,5.8,49.7,80.2,85.9,Yes,High School,Yes,5.2,D,Poor
13365,Male,21,12,76.4,3.2,2.5,60.0,62.4,46.6,Yes,Bachelor,No,8.0,C,Poor
13366,Female,22,12,58.5,10.0,9.3,81.2,69.0,91.3,No,Master,No,5.4,C,Poor
13367,Other,18,12,80.0,2.6,12.5,61.0,56.5,78.2,No,Secondary,No,6.2,A,Poor
13368,Male,22,11,84.4,2.0,6.8,80.5,80.3,98.2,Yes,High School,No,4.5,C,Poor
13369,Male,17,12,92.6,5.4,12.9,45.5,76.2,86.7,Yes,Master,No,5.4,D,Poor
13370,Other,15,11,70.0,4.7,6.5,44.9,75.6,71.4,No,Master,No,5.9,A,Poor
13371,Male,20,11,90.3,6.5,2.1,46.6,67.4,90.0,Yes,Master,Yes,9.2,A,Poor
13372,Female,15,12,89.2,8.1,10.2,45.4,53.2,67.0,Yes,Secondary,No,7.9,D,Poor
13373,Female,15,9,97.7,3.3,0.7,49.5,62.2,56.0,No,Bachelor,Yes,6.0,C,Poor
13374,Other,19,11,66.0,2.0,1.5,58.9,92.6,85.7,No,Bachelor,Yes,8.4,A,Poor
13375,Male,21,10,93.8,10.3,1.4,88.0,84.9,97.8,No,Master,Yes,8.3,A,Poor
13376,Other,19,10,94.1,11.2,10.0,98.0,93.9,50.4,Yes,Secondary,Yes,6.4,D,Poor
13377,Male,18,9,95.7,5.4,7.1,66.4,87.9,73.0,Yes,Master,Yes,7.5,A,Poor
13378,Male,18,11,81.0,7.3,9.1,62.0,46.9,84.5,No,High School,Yes,5.7,D,Poor
13379,Female,21,10,99.7,4.0,2.4,88.3,97.4,76.7,No,Secondary,Yes,9.5,B,Poor
13380,Male,21,11,69.4,7.2,0.6,91.9,97.2,67.2,No,Master,No,4.5,A,Poor
13381,Male,16,9,61.1,11.2,2.4,99.8,94.2,77.1,No,Bachelor,Yes,5.2,A,Poor
13382,Female,18,9,81.8,3.1,7.8,63.7,99.7,70.5,No,Master,Yes,7.5,B,Poor
13383,Male,19,11,74.6,6.0,3.2,60.3,79.3,93.3,Yes,Master,No,4.9,D,Poor
13384,Female,21,10,98.5,5.0,4.1,93.0,83.3,66.9,No,High School,Yes,7.5,C,Poor
13385,Female,22,12,79.1,11.0,2.8,80.9,50.4,79.7,No,Master,Yes,6.9,A,Poor
13386,Female,22,12,94.2,4.6,6.2,64.6,94.4,62.6,No,Bachelor,No,9.9,A,Poor
13387,Other,20,10,99.8,1.6,13.3,77.0,55.6,81.6,No,Secondary,Yes,4.3,A,Poor
13388,Male,18,12,68.6,1.2,7.7,68.4,76.7,95.3,No,Secondary,Yes,5.7,B,Poor
13389,Male,18,11,88.6,5.9,7.2,96.9,87.3,62.6,No,Secondary,Yes,7.4,B,Poor
13390,Female,19,11,66.3,4.1,7.9,64.4,45.0,45.4,No,High School,No,9.5,D,Poor
13391,Male,16,11,95.8,10.2,7.0,62.3,53.4,52.6,No,Master,Yes,6.8,D,Poor
13392,Other,18,11,60.3,6.4,2.9,58.8,47.5,87.4,No,Secondary,Yes,8.0,B,Poor
13393,Female,18,12,77.9,9.6,11.3,48.9,40.2,75.6,No,Secondary,No,4.3,B,Poor
13394,Female,15,9,93.9,7.4,12.6,59.4,81.5,40.9,No,Master,Yes,9.5,B,Poor
13395,Other,21,11,83.0,9.0,7.1,67.4,48.6,61.2,No,Secondary,No,7.8,B,Poor
13396,Male,19,10,77.0,8.7,3.9,94.4,99.0,81.1,No,Secondary,No,8.0,C,Poor
13397,Other,20,12,63.4,7.9,5.3,55.4,53.0,43.6,No,High School,Yes,8.0,B,Poor
13398,Male,16,11,79.7,1.1,4.3,99.5,99.8,44.4,No,High School,No,5.3,D,Poor
13399,Male,21,12,99.3,10.1,6.3,64.6,84.7,49.7,No,High School,No,7.8,A,Poor
13400,Male,21,12,67.7,9.1,12.3,79.0,87.4,71.7,No,Master,No,5.3,A,Poor
13401,Other,19,11,84.4,4.8,7.0,71.3,89.8,43.3,Yes,Bachelor,No,8.1,C,Poor
13402,Male,19,11,71.5,1.3,6.8,73.4,55.9,75.1,Yes,High School,Yes,5.9,C,Poor
13403,Female,20,9,74.7,10.3,10.3,45.3,50.1,68.3,Yes,Master,Yes,9.7,B,Poor
13404,Other,16,12,62.9,9.0,12.4,85.7,73.4,91.2,Yes,Master,No,4.1,C,Poor
13405,Female,17,11,79.5,10.0,5.1,58.7,80.6,92.3,Yes,High School,No,7.7,A,Poor
13406,Female,18,9,57.2,3.0,11.6,44.3,63.0,83.8,No,Master,Yes,8.7,B,Poor
13407,Male,18,12,81.8,8.1,11.5,72.8,44.1,56.5,No,Bachelor,No,7.8,B,Poor
13408,Other,19,11,91.0,8.3,9.7,81.7,89.6,97.8,No,Master,No,5.8,D,Poor
13409,Male,20,9,81.0,8.9,8.2,80.0,57.2,54.9,Yes,High School,No,5.5,D,Poor
13410,Female,20,11,60.0,5.8,0.9,59.2,65.8,54.8,Yes,Secondary,No,8.5,C,Poor
13411,Female,18,10,83.6,2.7,12.7,98.0,65.5,74.5,Yes,Secondary,Yes,4.4,B,Poor
13412,Female,16,12,93.7,8.7,8.2,71.6,85.4,56.1,No,Bachelor,Yes,7.2,D,Poor
13413,Male,21,11,82.1,7.8,4.2,94.8,76.1,57.4,Yes,Secondary,Yes,7.2,B,Poor
13414,Male,21,11,97.9,6.0,7.9,71.7,66.8,52.9,Yes,Bachelor,Yes,7.1,C,Poor
13415,Male,22,12,84.7,11.0,7.0,99.9,70.3,41.4,No,Master,No,8.3,D,Poor
13416,Female,21,10,67.9,7.2,11.6,69.7,55.8,85.7,No,Secondary,Yes,4.3,D,Poor
13417,Other,19,11,65.9,3.6,1.1,53.8,93.2,55.2,No,High School,No,9.0,B,Poor
13418,Female,19,9,89.5,3.3,4.7,52.5,46.8,99.6,No,Master,Yes,7.5,D,Poor
13419,Male,22,10,76.8,2.9,5.2,89.0,77.7,46.9,No,Master,Yes,6.1,A,Poor
13420,Female,18,10,74.1,9.8,0.1,65.1,45.8,43.3,Yes,Secondary,Yes,4.1,D,Poor
13421,Female,21,10,60.4,7.0,4.4,45.9,97.1,66.0,No,Bachelor,No,7.1,A,Poor
13422,Female,22,11,57.7,11.8,8.9,66.2,89.0,61.1,Yes,Bachelor,Yes,8.0,A,Poor
13423,Other,15,10,80.7,6.0,1.7,55.2,86.9,42.4,No,Secondary,Yes,9.3,C,Poor
13424,Female,22,11,87.7,11.8,14.1,79.1,46.2,59.6,Yes,Master,Yes,8.4,C,Poor
13425,Other,17,9,77.0,6.7,0.5,82.4,75.5,63.2,Yes,High School,Yes,5.5,C,Poor
13426,Other,20,10,81.4,6.2,9.2,93.1,69.4,77.2,No,High School,No,8.3,C,Poor
13427,Male,18,9,72.7,7.7,9.0,59.7,70.0,43.4,No,Secondary,No,9.2,A,Poor
13428,Female,20,11,86.8,5.0,10.3,89.7,99.4,49.1,No,Secondary,Yes,5.2,D,Poor
13429,Male,16,9,78.4,5.4,7.7,46.7,48.5,92.5,No,High School,No,5.9,D,Poor
13430,Female,19,10,84.0,6.6,14.9,96.4,43.0,50.3,No,High School,Yes,4.2,C,Poor
13431,Male,21,10,96.2,4.0,11.3,40.1,79.0,42.0,Yes,Secondary,No,8.9,B,Poor
13432,Female,19,10,58.0,4.2,9.9,63.8,42.7,64.6,Yes,Secondary,No,6.7,C,Poor
13433,Female,16,10,64.0,10.8,13.4,88.3,82.7,61.9,No,Bachelor,No,9.0,D,Poor
13434,Other,16,12,95.7,6.6,7.1,82.1,59.6,96.6,No,High School,Yes,8.1,B,Poor
13435,Other,15,9,67.2,10.8,8.3,75.0,69.6,74.4,No,Bachelor,No,9.2,B,Poor
13436,Female,19,11,90.1,8.7,0.8,58.8,73.3,84.7,Yes,Master,Yes,4.1,B,Poor
13437,Other,22,12,86.3,5.0,11.3,55.2,89.3,64.6,Yes,Bachelor,Yes,9.3,A,Poor
13438,Male,17,10,91.4,7.5,10.2,77.6,53.0,73.7,No,Bachelor,No,8.3,D,Poor
13439,Male,17,9,57.1,7.9,4.6,72.7,42.0,70.9,No,Master,No,5.6,C,Poor
13440,Male,17,10,94.5,2.9,7.8,95.5,78.3,88.5,No,Master,No,8.6,A,Poor
13441,Male,17,10,72.6,6.3,1.0,87.1,83.2,73.6,Yes,High School,No,7.5,C,Poor
13442,Female,20,10,77.3,5.4,3.4,79.2,98.5,50.0,No,Master,Yes,8.9,B,Poor
13443,Male,17,9,96.1,7.5,0.5,95.0,41.0,65.2,No,Bachelor,No,6.4,D,Poor
13444,Female,16,10,74.3,4.1,11.6,57.6,65.8,55.2,Yes,Secondary,No,9.8,B,Poor
13445,Male,21,11,57.1,9.7,10.8,75.4,73.9,76.5,No,Bachelor,No,8.9,B,Poor
13446,Other,21,12,73.5,7.4,7.6,64.6,77.0,78.5,Yes,High School,No,9.4,B,Poor
13447,Other,20,9,91.1,10.5,9.1,81.9,83.4,82.8,No,Bachelor,Yes,8.3,D,Poor
13448,Male,17,11,65.0,11.9,0.3,64.4,98.3,52.0,No,Secondary,Yes,7.8,C,Poor
13449,Female,17,9,78.9,10.8,1.5,47.9,82.9,98.5,Yes,Bachelor,No,5.8,C,Poor
13450,Male,18,11,78.2,3.6,9.2,71.7,48.8,56.9,Yes,High School,Yes,6.8,A,Poor
13451,Female,22,11,69.8,1.3,6.8,67.1,54.3,51.2,Yes,Master,Yes,9.8,A,Poor
13452,Male,15,10,84.0,10.5,9.0,48.9,40.2,57.0,No,High School,No,5.3,A,Poor
13453,Male,18,11,87.2,4.1,5.6,55.1,80.7,45.4,Yes,Master,No,6.6,B,Poor
13454,Female,18,9,82.6,6.8,7.7,85.5,76.7,61.8,No,Secondary,Yes,4.3,C,Poor
13455,Male,22,11,74.3,6.3,0.9,71.6,86.7,45.7,Yes,Bachelor,No,9.2,C,Poor
13456,Other,20,9,79.7,6.3,6.8,99.3,63.2,77.8,Yes,Secondary,Yes,9.8,B,Poor
13457,Other,20,9,75.3,5.3,10.9,83.9,81.9,92.3,Yes,Bachelor,Yes,7.6,B,Poor
13458,Male,17,9,96.8,10.0,14.5,58.7,90.4,94.2,Yes,Secondary,Yes,5.0,B,Poor
13459,Male,20,9,97.5,2.4,14.5,76.5,49.6,58.3,Yes,Bachelor,Yes,4.2,C,Poor
13460,Male,22,9,99.6,4.3,4.0,48.1,64.3,42.1,No,Secondary,Yes,4.9,D,Poor
13461,Other,16,11,81.5,4.6,10.5,55.5,85.9,92.0,No,High School,No,6.9,C,Poor
13462,Female,17,9,72.7,10.6,5.8,49.6,77.0,88.0,Yes,Secondary,Yes,5.6,A,Poor
13463,Other,22,10,62.9,11.3,7.3,85.3,79.1,44.0,Yes,High School,Yes,7.8,C,Poor
13464,Other,21,12,67.6,1.3,2.2,65.1,59.1,56.3,Yes,Master,Yes,8.9,A,Poor
13465,Male,21,9,59.3,7.3,4.9,73.5,94.6,53.7,Yes,High School,No,6.8,B,Poor
13466,Other,15,10,83.7,11.2,13.8,72.7,71.7,93.2,No,Master,No,6.4,C,Poor
13467,Other,19,11,90.5,3.6,11.1,54.9,83.0,97.4,No,Bachelor,Yes,6.1,D,Poor
13468,Female,16,12,67.6,11.0,3.2,58.0,42.5,78.8,Yes,Master,No,4.4,B,Poor
13469,Female,17,12,79.7,6.2,5.0,85.8,73.0,59.0,No,Secondary,Yes,5.6,A,Poor
13470,Female,22,12,75.9,2.5,13.2,48.8,50.1,41.2,No,High School,Yes,5.7,A,Poor
13471,Male,19,10,67.6,7.9,9.2,68.6,94.8,52.8,Yes,Master,No,4.3,C,Poor
13472,Male,16,9,75.1,4.0,14.1,61.0,88.4,86.2,No,Bachelor,No,6.8,B,Poor
13473,Other,19,12,73.4,12.0,14.5,99.6,94.7,78.2,No,Master,No,5.1,D,Poor
13474,Other,21,12,69.0,5.3,2.8,43.6,71.9,94.7,Yes,Secondary,Yes,5.2,C,Poor
13475,Male,19,9,59.8,3.3,5.6,48.5,99.2,52.9,Yes,Secondary,Yes,9.4,D,Poor
13476,Female,19,9,77.6,7.3,10.4,85.2,64.5,81.0,No,Master,Yes,4.4,B,Poor
13477,Female,20,11,94.4,10.6,13.7,64.9,85.8,88.4,No,Secondary,Yes,7.2,A,Poor
13478,Female,18,12,91.8,1.4,2.3,58.8,93.1,55.9,No,Master,Yes,9.9,C,Poor
13479,Male,17,9,67.2,2.1,0.4,74.0,89.5,56.4,No,Bachelor,Yes,9.6,D,Poor
13480,Male,19,9,55.7,10.9,3.6,95.9,85.0,92.9,Yes,Bachelor,Yes,5.0,C,Poor
13481,Male,16,11,67.1,6.2,13.6,99.4,97.7,89.5,No,Secondary,No,9.0,A,Poor
13482,Female,17,10,72.4,11.4,3.2,41.8,49.8,65.8,Yes,Bachelor,No,6.0,C,Poor
13483,Male,20,10,98.3,2.9,2.6,72.4,49.1,54.3,No,High School,No,9.0,C,Poor
13484,Other,17,9,93.7,8.8,1.8,64.7,88.5,66.8,Yes,Master,No,5.8,D,Poor
13485,Other,17,11,58.0,6.7,0.9,90.7,74.1,81.8,Yes,Master,Yes,5.4,C,Poor
13486,Female,17,11,59.9,3.6,12.8,95.2,92.4,57.1,No,Secondary,No,7.4,C,Poor
13487,Female,21,9,58.8,1.8,9.6,67.8,88.2,97.4,No,Master,No,5.8,C,Poor
13488,Female,20,10,55.4,8.1,10.9,48.8,94.4,69.3,No,Master,Yes,6.1,B,Poor
13489,Other,16,10,81.1,10.3,14.9,76.7,58.2,75.4,Yes,Bachelor,No,7.9,D,Poor
13490,Female,20,9,96.4,5.9,12.6,64.6,88.7,43.9,No,High School,Yes,8.5,B,Poor
13491,Male,21,12,71.7,5.3,10.0,74.3,52.8,98.9,No,Bachelor,No,7.4,D,Poor
13492,Female,18,10,81.0,2.8,11.2,75.2,66.4,57.9,Yes,High School,No,6.2,B,Poor
13493,Other,15,11,68.8,7.1,11.8,63.3,45.6,43.4,Yes,Secondary,Yes,4.7,B,Poor
13494,Male,21,11,98.6,4.8,14.0,67.4,80.9,69.7,Yes,High School,Yes,7.6,A,Poor
13495,Female,22,12,89.5,6.4,6.1,51.8,47.9,64.4,Yes,Master,Yes,6.5,B,Poor
13496,Other,17,10,86.5,4.4,9.2,56.4,84.7,96.2,No,Master,No,9.8,C,Poor
13497,Other,15,10,62.2,10.3,3.3,67.6,50.5,88.6,Yes,Secondary,No,7.7,B,Poor
13498,Female,15,9,90.5,7.7,10.6,60.3,82.7,54.3,No,High School,Yes,4.2,D,Poor
13499,Other,21,12,84.5,2.0,9.6,84.0,55.6,89.7,Yes,Bachelor,No,9.5,C,Poor
13500,Male,20,12,89.0,2.9,8.9,52.5,68.1,62.4,No,Master,No,9.6,D,Poor
13501,Female,21,9,94.1,4.4,8.2,98.6,42.1,75.5,No,High School,Yes,8.1,A,Poor
13502,Female,20,9,94.7,7.2,13.3,89.3,54.1,92.9,Yes,Secondary,No,4.8,B,Poor
13503,Other,19,11,80.9,8.9,7.3,70.1,98.3,66.1,Yes,Bachelor,No,6.5,D,Poor
13504,Other,22,12,73.2,10.3,4.3,60.8,77.0,42.0,Yes,High School,No,9.3,C,Poor
13505,Female,20,10,99.1,11.3,3.4,85.1,75.8,73.4,No,Bachelor,Yes,9.1,A,Poor
13506,Female,22,10,97.3,7.9,13.2,77.3,47.2,81.3,Yes,Bachelor,Yes,6.5,C,Poor
13507,Other,17,9,63.6,3.8,3.8,88.6,61.4,42.7,Yes,Master,Yes,9.1,B,Poor
13508,Other,21,10,66.9,1.6,8.5,87.2,73.3,54.0,No,Bachelor,No,4.9,B,Poor
